"","seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"1147","chr3L",25179410,25180546,1137,"*","ENCFF515LPH_peak_4320",185,".",3.84657,21.21,18.5516,551,"chr3L",25179501,25180284,"ENCFF708WHR_peak_2159",141,".",3.79703,16.6994,14.1672,458,783,"Distal Intergenic",3,25201942,25203341,1400,1,"FBgn0058354","FBtr0302346",-21396,NA,NA,NA
"1148","chr3L",25187053,25187541,489,"*","ENCFF515LPH_peak_4321",36,".",2.15006,5.38998,3.61967,98,"chr3L",25187122,25187487,"ENCFF708WHR_peak_2160",37,".",2.16708,5.57803,3.73254,197,365,"Distal Intergenic",3,25201942,25203341,1400,1,"FBgn0058354","FBtr0302346",-14401,NA,NA,NA
"1149","chr3L",25192043,25193090,1048,"*","ENCFF515LPH_peak_4322",62,".",2.36458,8.31404,6.26832,780,"chr3L",25192487,25192857,"ENCFF708WHR_peak_2161",39,".",2.12951,5.79985,3.93241,321,370,"Distal Intergenic",3,25201942,25203341,1400,1,"FBgn0058354","FBtr0302346",-8852,NA,NA,NA
"1150","chr3L",25213015,25213426,412,"*","ENCFF515LPH_peak_4324",61,".",1.99975,8.22376,6.18428,224,"chr3L",25213046,25213429,"ENCFF708WHR_peak_2163",44,".",1.92313,6.33724,4.42265,188,380,"Distal Intergenic",3,25201942,25203341,1400,1,"FBgn0058354","FBtr0302346",11073,NA,NA,NA
"1151","chr3L",25226818,25227231,414,"*","ENCFF515LPH_peak_4326",31,".",2.25141,4.83798,3.14726,154,"chr3L",25226690,25227251,"ENCFF708WHR_peak_2165",45,".",2.60565,6.46586,4.53516,282,414,"Distal Intergenic",3,25201942,25203341,1400,1,"FBgn0058354","FBtr0302346",24876,NA,NA,NA
"1152","chr3L",25232781,25233131,351,"*","ENCFF515LPH_peak_4327",30,".",1.83253,4.74523,3.06809,92,"chr3L",25232735,25233157,"ENCFF708WHR_peak_2166",37,".",2.00557,5.57126,3.72655,229,351,"Distal Intergenic",3,25201942,25203341,1400,1,"FBgn0058354","FBtr0302346",30839,NA,NA,NA
"1153","chr3L",25276609,25277370,762,"*","ENCFF515LPH_peak_4331",27,".",1.90671,4.36154,2.74845,206,"chr3L",25276541,25277020,"ENCFF708WHR_peak_2168",34,".",2.01396,5.26542,3.45736,71,412,"Intron (FBtr0346768/FBgn0267429, intron 7 of 7)",3,25201942,25203341,1400,1,"FBgn0058354","FBtr0302346",74667,NA,NA,NA
"1154","chr3L",25285327,25285793,467,"*","ENCFF515LPH_peak_4333",38,".",2.10295,5.65695,3.85495,387,"chr3L",25285489,25286287,"ENCFF708WHR_peak_2169",40,".",2.1537,5.92966,4.04999,216,304,"Intron (FBtr0346768/FBgn0267429, intron 7 of 7)",3,25201942,25203341,1400,1,"FBgn0058354","FBtr0302346",83385,NA,NA,NA
"1155","chr3L",25285941,25286275,335,"*","ENCFF515LPH_peak_4334",22,".",1.83913,3.8049,2.28973,183,"chr3L",25285489,25286287,"ENCFF708WHR_peak_2169",40,".",2.1537,5.92966,4.04999,216,335,"Intron (FBtr0346768/FBgn0267429, intron 7 of 7)",3,25201942,25203341,1400,1,"FBgn0058354","FBtr0302346",83999,NA,NA,NA
"1156","chr3L",25307210,25308262,1053,"*","ENCFF515LPH_peak_4335",47,".",2.0899,6.65455,4.74605,733,"chr3L",25307654,25308260,"ENCFF708WHR_peak_2170",45,".",2.05815,6.44535,4.51621,135,606,"Intron (FBtr0346768/FBgn0267429, intron 5 of 7)",3,25403776,25405940,2165,2,"FBgn0085734","FBtr0114183",97678,NA,NA,NA
"1157","chr3L",25319972,25320545,574,"*","ENCFF515LPH_peak_4336",98,".",2.84351,12.11,9.83994,276,"chr3L",25319662,25320500,"ENCFF708WHR_peak_2171",84,".",2.6235,10.6834,8.45626,579,529,"Intron (FBtr0346768/FBgn0267429, intron 5 of 7)",3,25403776,25405940,2165,2,"FBgn0085734","FBtr0114183",85395,NA,NA,NA
"1158","chr3L",25340582,25341149,568,"*","ENCFF515LPH_peak_4338",51,".",2.02935,7.15557,5.1982,284,"chr3L",25340670,25341678,"ENCFF708WHR_peak_2174",44,".",1.91654,6.36399,4.44128,246,479,"Intron (FBtr0346768/FBgn0267429, intron 5 of 7)",3,25403776,25405940,2165,2,"FBgn0085734","FBtr0114183",64791,NA,NA,NA
"1159","chr3L",25341898,25342545,648,"*","ENCFF515LPH_peak_4339",92,".",2.40182,11.534,9.29439,252,"chr3L",25341955,25342437,"ENCFF708WHR_peak_2175",53,".",2.04789,7.29811,5.30146,284,482,"Intron (FBtr0346768/FBgn0267429, intron 5 of 7)",3,25403776,25405940,2165,2,"FBgn0085734","FBtr0114183",63395,NA,NA,NA
"1160","chr3L",25366733,25367201,469,"*","ENCFF515LPH_peak_4340",75,".",2.7564,9.71706,7.58127,202,"chr3L",25366731,25367305,"ENCFF708WHR_peak_2176",57,".",2.55661,7.74887,5.71582,182,469,"Intron (FBtr0346768/FBgn0267429, intron 5 of 7)",3,25403776,25405940,2165,2,"FBgn0085734","FBtr0114183",38739,NA,NA,NA
"1161","chr3L",25372147,25373063,917,"*","ENCFF515LPH_peak_4341",98,".",2.76403,12.1018,9.83564,577,"chr3L",25372155,25373182,"ENCFF708WHR_peak_2177",97,".",2.80925,12.0628,9.7594,571,908,"Intron (FBtr0346768/FBgn0267429, intron 5 of 7)",3,25403776,25405940,2165,2,"FBgn0085734","FBtr0114183",32877,NA,NA,NA
"1162","chr3L",25389476,25391176,1701,"*","ENCFF515LPH_peak_4343",133,".",3.08873,15.8293,13.3897,1150,"chr3L",25389365,25391249,"ENCFF708WHR_peak_2179",55,".",2.27701,7.52536,5.50762,1729,1701,"Intron (FBtr0346768/FBgn0267429, intron 5 of 7)",3,25403776,25405940,2165,2,"FBgn0085734","FBtr0114183",14764,NA,NA,NA
"1163","chr3L",25442733,25443391,659,"*","ENCFF515LPH_peak_4349",36,".",1.90707,5.44583,3.6688,502,"chr3L",25442738,25443395,"ENCFF708WHR_peak_2184",75,".",2.38975,9.76006,7.58916,377,653,"Intron (FBtr0346768/FBgn0267429, intron 3 of 7)",3,25403776,25405940,2165,2,"FBgn0085734","FBtr0114183",-36793,NA,NA,NA
"1164","chr3L",25452017,25453149,1133,"*","ENCFF515LPH_peak_4351",40,".",2.21084,5.90373,4.07479,910,"chr3L",25452756,25453099,"ENCFF708WHR_peak_2186",24,".",1.96089,4.13548,2.46991,281,343,"Intron (FBtr0346768/FBgn0267429, intron 3 of 7)",3,25403776,25405940,2165,2,"FBgn0085734","FBtr0114183",-46077,NA,NA,NA
"1165","chr3L",25512987,25514181,1195,"*","ENCFF515LPH_peak_4353",51,".",1.95162,7.04473,5.10227,778,"chr3L",25513106,25514224,"ENCFF708WHR_peak_2189",64,".",2.13175,8.54597,6.45334,720,1075,"Intron (FBtr0346768/FBgn0267429, intron 2 of 7)",3,25403776,25405940,2165,2,"FBgn0085734","FBtr0114183",-107047,NA,NA,NA
"1166","chr3L",25533552,25534007,456,"*","ENCFF515LPH_peak_4357",113,".",3.502,13.7267,11.381,256,"chr3L",25533556,25534022,"ENCFF708WHR_peak_2190",146,".",3.94939,17.1986,14.6442,241,451,"Intron (FBtr0346768/FBgn0267429, intron 2 of 7)",3,25403776,25405940,2165,2,"FBgn0085734","FBtr0114183",-127612,NA,NA,NA
"1167","chr3L",25552030,25553086,1057,"*","ENCFF515LPH_peak_4359",75,".",2.50869,9.63764,7.50621,245,"chr3L",25552560,25553150,"ENCFF708WHR_peak_2191",30,".",1.98711,4.77182,3.01736,330,526,"Intron (FBtr0346768/FBgn0267429, intron 2 of 7)",3,25236940,25670980,434041,2,"FBgn0267429","FBtr0346768",117894,"26067050","lovit","loss of visual transmission"
"1168","chr3L",25560489,25560828,340,"*","ENCFF515LPH_peak_4360",43,".",2.09881,6.22371,4.35598,66,"chr3L",25560141,25560827,"ENCFF708WHR_peak_2193",64,".",2.34134,8.53878,6.4467,225,339,"Intron (FBtr0346768/FBgn0267429, intron 2 of 7)",3,25236940,25670980,434041,2,"FBgn0267429","FBtr0346768",110152,"26067050","lovit","loss of visual transmission"
"1169","chr3L",25576308,25576904,597,"*","ENCFF515LPH_peak_4362",119,".",3.85538,14.3277,11.9532,189,"chr3L",25576386,25576905,"ENCFF708WHR_peak_2194",174,".",4.64464,20.1327,17.4447,247,518,"Intron (FBtr0346768/FBgn0267429, intron 2 of 7)",3,25236940,25670980,434041,2,"FBgn0267429","FBtr0346768",94076,"26067050","lovit","loss of visual transmission"
"1170","chr3L",25617578,25618032,455,"*","ENCFF515LPH_peak_4364",74,".",2.59422,9.58888,7.46045,196,"chr3L",25617693,25618065,"ENCFF708WHR_peak_2195",56,".",2.48531,7.67655,5.64863,150,339,"Intron (FBtr0346768/FBgn0267429, intron 2 of 7)",3,25236940,25670980,434041,2,"FBgn0267429","FBtr0346768",52948,"26067050","lovit","loss of visual transmission"
"1171","chr3L",25628505,25628795,291,"*","ENCFF515LPH_peak_4365",65,".",2.58284,8.62492,6.55901,35,"chr3L",25628517,25628807,"ENCFF708WHR_peak_2198",60,".",2.48388,8.0869,6.03055,41,278,"Intron (FBtr0346768/FBgn0267429, intron 2 of 7)",3,25236940,25670980,434041,2,"FBgn0267429","FBtr0346768",42185,"26067050","lovit","loss of visual transmission"
"1172","chr3L",25635289,25635877,589,"*","ENCFF515LPH_peak_4366",29,".",2.09553,4.63382,2.9727,384,"chr3L",25635209,25635928,"ENCFF708WHR_peak_2200",48,".",2.41779,6.7964,4.83827,261,589,"Intron (FBtr0346768/FBgn0267429, intron 2 of 7)",3,25236940,25670980,434041,2,"FBgn0267429","FBtr0346768",35103,"26067050","lovit","loss of visual transmission"
"1173","chr3L",25640578,25641251,674,"*","ENCFF515LPH_peak_4367",147,".",3.90653,17.2574,14.7602,277,"chr3L",25640543,25641045,"ENCFF708WHR_peak_2201",69,".",2.90698,9.05931,6.93442,110,468,"Intron (FBtr0346768/FBgn0267429, intron 2 of 7)",3,25236940,25670980,434041,2,"FBgn0267429","FBtr0346768",29729,"26067050","lovit","loss of visual transmission"
"1174","chr3L",25652631,25654087,1457,"*","ENCFF515LPH_peak_4368",128,".",3.52858,15.2905,12.8761,1222,"chr3L",25652592,25654040,"ENCFF708WHR_peak_2202",172,".",3.95159,19.9572,17.2779,1260,1410,"Intron (FBtr0346768/FBgn0267429, intron 2 of 7)",3,25236940,25670980,434041,2,"FBgn0267429","FBtr0346768",16893,"26067050","lovit","loss of visual transmission"
"1175","chr3L",25720352,25720883,532,"*","ENCFF515LPH_peak_4372",47,".",2.2604,6.61466,4.70981,280,"chr3L",25720476,25720879,"ENCFF708WHR_peak_2206",37,".",2.11979,5.64695,3.79445,179,403,"Distal Intergenic",3,25708177,25709251,1075,1,"FBgn0266690","FBtr0345126",12175,"19835742","lncRNA:CR45180","long non-coding RNA:CR45180"
"1176","chr3L",25772110,25772509,400,"*","ENCFF515LPH_peak_4375",28,".",1.86507,4.51386,2.8764,131,"chr3L",25771965,25772318,"ENCFF708WHR_peak_2208",26,".",1.85728,4.39782,2.6967,149,209,"Distal Intergenic",3,25752859,25762779,9921,2,"FBgn0040001","FBtr0305959",-9331,NA,NA,NA
"1177","chr3L",25783212,25784454,1243,"*","ENCFF515LPH_peak_4376",97,".",3.16722,12.0573,9.79354,369,"chr3L",25783120,25783728,"ENCFF708WHR_peak_2209",64,".",2.75334,8.53307,6.44137,433,517,"Distal Intergenic",3,25752859,25762779,9921,2,"FBgn0040001","FBtr0305959",-20433,NA,NA,NA
"1178","chr3L",25793486,25793906,421,"*","ENCFF515LPH_peak_4378",67,".",2.12558,8.79496,6.71905,162,"chr3L",25793388,25793879,"ENCFF708WHR_peak_2210",62,".",2.21896,8.27381,6.20455,248,394,"Distal Intergenic",3,25752859,25762779,9921,2,"FBgn0040001","FBtr0305959",-30707,NA,NA,NA
"1179","chr3L",25828846,25829284,439,"*","ENCFF515LPH_peak_4382",29,".",1.90972,4.61067,2.95298,212,"chr3L",25828801,25829243,"ENCFF708WHR_peak_2213",48,".",2.16984,6.75694,4.80176,252,398,"Intron (FBtr0113817/FBgn0058178, intron 10 of 10)",3,25843821,25844502,682,1,"FBgn0266692","FBtr0345062",-14537,"19835848","asRNA:CR45182","antisense RNA:CR45182"
"1180","chr3L",25854624,25855331,708,"*","ENCFF515LPH_peak_4385",73,".",2.65873,9.50358,7.38023,542,"chr3L",25854766,25855237,"ENCFF708WHR_peak_2214",49,".",2.3668,6.93305,4.96452,271,471,"Intron (FBtr0113817/FBgn0058178, intron 9 of 10)",3,25843821,25844502,682,1,"FBgn0266692","FBtr0345063",10803,"19835848","asRNA:CR45182","antisense RNA:CR45182"
"1181","chr3L",25858623,25859027,405,"*","ENCFF515LPH_peak_4386",70,".",2.97869,9.18823,7.08374,182,"chr3L",25858636,25859030,"ENCFF708WHR_peak_2215",88,".",3.22702,11.0887,8.84054,255,391,"Intron (FBtr0113817/FBgn0058178, intron 9 of 10)",3,25843821,25844502,682,1,"FBgn0266692","FBtr0345063",14802,"19835848","asRNA:CR45182","antisense RNA:CR45182"
"1182","chr3L",25865211,25865627,417,"*","ENCFF515LPH_peak_4387",87,".",3.00131,11.0056,8.79624,251,"chr3L",25865019,25865636,"ENCFF708WHR_peak_2216",145,".",3.58655,17.0642,14.5158,357,417,"Intron (FBtr0113817/FBgn0058178, intron 9 of 10)",3,25843821,25844502,682,1,"FBgn0266692","FBtr0345063",21390,"19835848","asRNA:CR45182","antisense RNA:CR45182"
"1183","chr3L",25923252,25923554,303,"*","ENCFF515LPH_peak_4389",45,".",2.23758,6.491,4.59728,157,"chr3L",25923293,25923674,"ENCFF708WHR_peak_2219",38,".",2.11173,5.70422,3.84645,226,261,"Intron (FBtr0113817/FBgn0058178, intron 7 of 10)",3,25843821,25844502,682,1,"FBgn0266692","FBtr0345063",79431,"19835848","asRNA:CR45182","antisense RNA:CR45182"
"1184","chr3L",25985354,25985779,426,"*","ENCFF515LPH_peak_4396",41,".",2.06859,6.04111,4.198,136,"chr3L",25985154,25985710,"ENCFF708WHR_peak_2223",25,".",1.8018,4.22272,2.54468,135,357,"Intron (FBtr0113817/FBgn0058178, intron 1 of 10)",3,25798441,26013721,215281,2,"FBgn0058178","FBtr0113817",27942,NA,NA,NA
"1185","chr3L",25996978,25997365,388,"*","ENCFF515LPH_peak_4397",74,".",2.71003,9.6298,7.49899,212,"chr3L",25996985,25997379,"ENCFF708WHR_peak_2225",40,".",2.23739,5.92311,4.04421,214,380,"Intron (FBtr0113817/FBgn0058178, intron 1 of 10)",3,25798441,26013721,215281,2,"FBgn0058178","FBtr0113817",16356,NA,NA,NA
"1186","chr3L",25997632,25997980,349,"*","ENCFF515LPH_peak_4398",24,".",1.9202,4.03384,2.47649,220,"chr3L",25997761,25998058,"ENCFF708WHR_peak_2226",45,".",2.31176,6.52815,4.5916,78,219,"Intron (FBtr0113817/FBgn0058178, intron 1 of 10)",3,25798441,26013721,215281,2,"FBgn0058178","FBtr0113817",15741,NA,NA,NA
"1187","chr3L",26013904,26014251,348,"*","ENCFF515LPH_peak_4399",32,".",1.99972,5.01152,3.29626,253,"chr3L",26013753,26014309,"ENCFF708WHR_peak_2227",117,".",2.96536,14.1881,11.7747,281,348,"Promoter (<=1kb)",3,25798441,26014112,215672,2,"FBgn0058178","FBtr0113818",0,NA,NA,NA
"1188","chr3L",26065150,26065867,718,"*","ENCFF515LPH_peak_4404",127,".",2.53732,15.1401,12.7318,316,"chr3L",26064666,26065738,"ENCFF708WHR_peak_2228",96,".",2.4689,11.9782,9.6789,800,589,"Distal Intergenic",3,25798441,26014112,215672,2,"FBgn0058178","FBtr0113818",-51038,NA,NA,NA
"1189","chr3L",26090211,26091180,970,"*","ENCFF515LPH_peak_4405",135,".",2.95962,16.0099,13.5632,524,"chr3L",26090553,26091231,"ENCFF708WHR_peak_2229",85,".",2.59851,10.8192,8.58537,471,627,"Distal Intergenic",3,26165235,26178793,13559,1,"FBgn0085612","FBtr0347357",-74055,NA,NA,NA
"1190","chr3L",26094875,26095347,473,"*","ENCFF515LPH_peak_4406",74,".",2.33067,9.56969,7.44228,320,"chr3L",26095005,26095307,"ENCFF708WHR_peak_2230",60,".",2.2948,8.1103,6.05238,189,302,"Distal Intergenic",3,26165235,26178793,13559,1,"FBgn0085612","FBtr0347357",-69888,NA,NA,NA
"1191","chr3L",26105973,26106504,532,"*","ENCFF515LPH_peak_4408",76,".",3.01781,9.74213,7.60496,249,"chr3L",26105942,26106486,"ENCFF708WHR_peak_2231",42,".",2.60259,6.14949,4.25118,259,514,"Distal Intergenic",3,26165235,26178793,13559,1,"FBgn0085612","FBtr0347357",-58731,NA,NA,NA
"1192","chr3L",26106578,26106978,401,"*","ENCFF515LPH_peak_4409",29,".",2.17498,4.65269,2.98858,287,"chr3L",26106790,26107389,"ENCFF708WHR_peak_2232",61,".",2.93304,8.25141,6.18416,80,188,"Distal Intergenic",3,26165235,26178793,13559,1,"FBgn0085612","FBtr0347357",-58257,NA,NA,NA
"1193","chr3L",26115178,26115986,809,"*","ENCFF515LPH_peak_4410",73,".",2.57958,9.50084,7.37764,656,"chr3L",26115676,26116106,"ENCFF708WHR_peak_2233",94,".",3.03481,11.7603,9.47183,157,310,"Distal Intergenic",3,26165235,26178793,13559,1,"FBgn0085612","FBtr0347357",-49249,NA,NA,NA
"1194","chr3L",26126841,26127222,382,"*","ENCFF515LPH_peak_4412",57,".",2.13929,7.79493,5.78982,263,"chr3L",26126912,26127219,"ENCFF708WHR_peak_2235",24,".",1.79744,4.13211,2.4669,192,307,"Distal Intergenic",3,26165235,26178793,13559,1,"FBgn0085612","FBtr0347357",-38013,NA,NA,NA
"1195","chr3L",26135615,26136044,430,"*","ENCFF515LPH_peak_4413",30,".",1.88413,4.7713,3.09027,109,"chr3L",26135528,26135837,"ENCFF708WHR_peak_2237",39,".",2.08854,5.77364,3.90895,77,223,"Distal Intergenic",3,26165235,26178793,13559,1,"FBgn0085612","FBtr0347357",-29191,NA,NA,NA
"1196","chr3L",26152774,26153212,439,"*","ENCFF515LPH_peak_4415",47,".",2.10051,6.62637,4.72065,300,"chr3L",26152666,26153154,"ENCFF708WHR_peak_2239",45,".",2.13041,6.51565,4.5804,204,381,"Distal Intergenic",3,26165235,26178793,13559,1,"FBgn0085612","FBtr0347357",-12023,NA,NA,NA
"1197","chr3L",26196223,26197278,1056,"*","ENCFF515LPH_peak_4417",85,".",2.61404,10.773,8.57554,794,"chr3L",26196327,26197126,"ENCFF708WHR_peak_2240",71,".",2.50376,9.32392,7.18224,675,799,"Distal Intergenic",3,26215815,26226006,10192,1,"FBgn0058160","FBtr0301802",-18537,"3354965","CG40160","uncharacterized protein"
"1198","chr3L",26219052,26220566,1515,"*","ENCFF515LPH_peak_4420",57,".",2.15632,7.71378,5.71438,967,"chr3L",26219198,26220032,"ENCFF708WHR_peak_2242",44,".",2.07331,6.35515,4.43306,435,834,"Promoter (1-2kb)",3,26221945,26226006,4062,1,"FBgn0058160","FBtr0113813",-1379,"3354965","CG40160","uncharacterized protein"
"1199","chr3L",26220669,26221165,497,"*","ENCFF515LPH_peak_4421",41,".",1.94041,5.98867,4.15117,278,"chr3L",26220746,26221147,"ENCFF708WHR_peak_2243",34,".",1.88376,5.21692,3.41394,144,401,"Promoter (<=1kb)",3,26221945,26226006,4062,1,"FBgn0058160","FBtr0113813",-780,"3354965","CG40160","uncharacterized protein"
"1200","chr3L",26248999,26249641,643,"*","ENCFF515LPH_peak_4422",33,".",1.78488,5.01895,3.3029,558,"chr3L",26248913,26249317,"ENCFF708WHR_peak_2245",38,".",1.9398,5.74315,3.88181,120,319,"Distal Intergenic",3,26221945,26226006,4062,1,"FBgn0058160","FBtr0301804",27054,"3354965","CG40160","uncharacterized protein"
"1201","chr3L",26263001,26263311,311,"*","ENCFF515LPH_peak_4424",40,".",2.15064,5.91329,4.08342,170,"chr3L",26262902,26263238,"ENCFF708WHR_peak_2248",44,".",2.23623,6.37052,4.44747,207,238,"Distal Intergenic",3,26221945,26226006,4062,1,"FBgn0058160","FBtr0301804",41056,"3354965","CG40160","uncharacterized protein"
"1202","chr3L",26270008,26270657,650,"*","ENCFF515LPH_peak_4425",95,".",2.77162,11.8171,9.56432,413,"chr3L",26270027,26270652,"ENCFF708WHR_peak_2250",100,".",2.90494,12.3186,10.0007,226,625,"Distal Intergenic",3,26298455,26305572,7118,2,"FBgn0085599","FBtr0343638",34915,"5740851","CG41284","uncharacterized protein"
"1203","chr3L",26275332,26276050,719,"*","ENCFF515LPH_peak_4426",59,".",2.17827,7.97769,5.96016,462,"chr3L",26275394,26275752,"ENCFF708WHR_peak_2251",60,".",2.2842,8.15835,6.09721,214,358,"Distal Intergenic",3,26298455,26305572,7118,2,"FBgn0085599","FBtr0343638",29522,"5740851","CG41284","uncharacterized protein"
"1204","chr3L",26278494,26278930,437,"*","ENCFF515LPH_peak_4428",76,".",2.29779,9.79409,7.65391,215,"chr3L",26278405,26278853,"ENCFF708WHR_peak_2252",44,".",2.05417,6.32612,4.41252,245,360,"Distal Intergenic",3,26298455,26305572,7118,2,"FBgn0085599","FBtr0343638",26642,"5740851","CG41284","uncharacterized protein"
"1205","chr3L",26313872,26314594,723,"*","ENCFF515LPH_peak_4430",100,".",2.70138,12.3197,10.0406,282,"chr3L",26313935,26314584,"ENCFF708WHR_peak_2254",70,".",2.43413,9.15099,7.0209,220,649,"Distal Intergenic",3,26298455,26305572,7118,2,"FBgn0085599","FBtr0343638",-8300,"5740851","CG41284","uncharacterized protein"
"1206","chr3L",26326997,26328560,1564,"*","ENCFF515LPH_peak_4432",244,".",4.04877,27.2887,24.4048,852,"chr3L",26327008,26328178,"ENCFF708WHR_peak_2256",149,".",3.21585,17.5735,14.9996,822,1170,"Distal Intergenic",3,26298455,26305572,7118,2,"FBgn0085599","FBtr0343638",-21425,"5740851","CG41284","uncharacterized protein"
"1207","chr3L",26346303,26346594,292,"*","ENCFF515LPH_peak_4434",37,".",1.96293,5.56661,3.77532,75,"chr3L",26346136,26346531,"ENCFF708WHR_peak_2257",38,".",1.99961,5.71023,3.85192,178,229,"Distal Intergenic",3,26354140,26371356,17217,2,"FBgn0260997","FBtr0343637",24762,"8674042","CG42598","uncharacterized protein"
"1208","chr3L",26357802,26358123,322,"*","ENCFF515LPH_peak_4436",37,".",2.0856,5.56349,3.77263,61,"chr3L",26357806,26358305,"ENCFF708WHR_peak_2258",38,".",2.12892,5.69505,3.83809,161,317,"Intron (FBtr0343637/FBgn0260997, intron 1 of 3)",3,26354140,26371356,17217,2,"FBgn0260997","FBtr0343637",13233,"8674042","CG42598","uncharacterized protein"
"1209","chr3L",26364439,26364950,512,"*","ENCFF515LPH_peak_4437",38,".",2.10879,5.68842,3.88276,279,"chr3L",26364700,26365287,"ENCFF708WHR_peak_2259",56,".",2.41001,7.68053,5.65239,406,250,"Intron (FBtr0343637/FBgn0260997, intron 1 of 3)",3,26354140,26371356,17217,2,"FBgn0260997","FBtr0343637",6406,"8674042","CG42598","uncharacterized protein"
"1210","chr3L",26395601,26396126,526,"*","ENCFF515LPH_peak_4440",86,".",2.83502,10.8347,8.6341,265,"chr3L",26395612,26396040,"ENCFF708WHR_peak_2263",34,".",2.16438,5.24736,3.44123,264,428,"Distal Intergenic",3,26354140,26371356,17217,2,"FBgn0260997","FBtr0343637",-24245,"8674042","CG42598","uncharacterized protein"
"1211","chr3L",26397104,26398132,1029,"*","ENCFF515LPH_peak_4441",53,".",2.4103,7.28748,5.32014,709,"chr3L",26397112,26398132,"ENCFF708WHR_peak_2264",61,".",2.59144,8.22021,6.15517,523,1020,"Distal Intergenic",3,26354140,26371356,17217,2,"FBgn0260997","FBtr0343637",-25748,"8674042","CG42598","uncharacterized protein"
"1212","chr3L",26398471,26398880,410,"*","ENCFF515LPH_peak_4442",26,".",1.94645,4.23589,2.64351,251,"chr3L",26398624,26399029,"ENCFF708WHR_peak_2265",22,".",1.90217,3.87394,2.24724,286,256,"Distal Intergenic",3,26354140,26371356,17217,2,"FBgn0260997","FBtr0343637",-27115,"8674042","CG42598","uncharacterized protein"
"1213","chr3L",26412790,26413645,856,"*","ENCFF515LPH_peak_4443",147,".",4.26161,17.2073,14.712,599,"chr3L",26412798,26413637,"ENCFF708WHR_peak_2267",76,".",3.27124,9.77242,7.60053,582,839,"Distal Intergenic",3,26354140,26371356,17217,2,"FBgn0260997","FBtr0343637",-41434,"8674042","CG42598","uncharacterized protein"
"1214","chr3L",26422467,26423508,1042,"*","ENCFF515LPH_peak_4445",54,".",2.25411,7.38434,5.40935,610,"chr3L",26422453,26422903,"ENCFF708WHR_peak_2268",108,".",2.88301,13.2559,10.8881,200,437,"Distal Intergenic",3,26354140,26371356,17217,2,"FBgn0260997","FBtr0343637",-51111,"8674042","CG42598","uncharacterized protein"
"1215","chr3L",26422467,26423508,1042,"*","ENCFF515LPH_peak_4445",54,".",2.25411,7.38434,5.40935,610,"chr3L",26422952,26423434,"ENCFF708WHR_peak_2269",92,".",2.69506,11.4732,9.2032,260,482,"Distal Intergenic",3,26354140,26371356,17217,2,"FBgn0260997","FBtr0343637",-51111,"8674042","CG42598","uncharacterized protein"
